username,language
User:Mazzz01,"['en-5', 'fr-1']"
User:D. Benjamin Miller,"['en-5', 'fr-3', 'la-2']"
User:United Union,"['en-5', 'de-5', 'hr-5']"
User:Mz7,"['en-5', 'de-2']"
User:Renamed user awfwvowjvwrvnwio,"['pt-5', 'en-5']"
User:Rystheguy,"['en-5', 'fr-2', 'ko-1']"
User:Loiseaulybre,"['fr-5', 'en-3']"
User:Info2Learn,"['en-5', 'es-2']"
User:Ibrahim.ID,"['ar-5', 'en-3', 'fr-1']"
User:OriginalOldMan,"['en-5', 'fr-4', 'ru-1']"
User:FæɹHaad,"['fa-5', 'en-2', 'ar-2']"
User:Ww2censor,"['en-5', 'de-1', 'fr-1']"
User:Sasuke Sarutobi,"['en-5', 'de-2', 'fr-1', 'it-1']"
User:Sekicho,"['en-5', 'ja-3', 'es-1', 'zh-1']"
User:Ce Ele 415,"['es-5', 'ca-5', 'en-3']"
User:Naval Scene,"['id-5', 'min-5', 'en-4', 'ms-3', 'jv-3', 'su-2', 'ace-1']"
User:Uksharma3,['en-3']
User:Lillingen,"['en-3', 'no-5', 'nn-3', 'da-3', 'sv-2', 'de-1']"
User:Tylusine,['en-5']
User:Effeietsanders,"['nl-5', 'en-3']"
User:YanikB,"['fr-5', 'en-3', 'es-2', 'de-1']"
User:Gdominik100,"['pl-5', 'ru-1', 'en-3', 'es-1', 'eo-0', 'ko-0', 'mn-0']"
User:Darylgolden,"['en-5', 'zh-2']"
User:TheRichic,"['es-5', 'en-5']"
User:Nicolas Perrault III,"['fr-5', 'en-4', 'de-3', 'es-3', 'no-2', 'it-1', 'ru-1']"
User:Brackenheim,"['de-5', 'en-1', 'la-1']"
User:Marcetw,"['es-3', 'en-2', 'gn-5']"
User:أنور,"['ar-5', 'en-3']"
User:Sjö,"['sv-5', 'en-4', 'de-1', 'da-2', 'no-2']"
User:Che12Guevara,"['bn-5', 'en-4', 'hi-1']"
User:Heliosxeros,"['en-5', 'zh-5']"
User:Thureinminnoo,"['en-5', 'my-5', 'ja-5']"
User:Andsam,"['fi-5', 'en-4', 'sv-3', 'de-1']"
User:Mr.Liam.Darcy,"['en-5', 'de-3', 'fr-1']"
User:Ranjithsiji,['ml-5']
User:Starnutoditopo,['it-5']
User:Gibbja,"['en-5', 'fr-2']"
User:YuriGagrin12,"['en-5', 'eo-2', 'it-3']"
User:Tomer T,"['he-5', 'en-4']"
User:PaterMcFly,"['de-5', 'en-4', 'fr-2']"
User:Braindot4,"['en-5', 'ar-5', 'fr-2']"
User:Gnoeee,"['ml-5', 'en-2']"
User:Veillg1,['fr-5']
User:12afser12,['ta-5']
User:Nick Rokk 96,"['el-5', 'en-3']"
User:Hylblog,"['en-2', 'zh-4', 'ja-0']"
User:Kaliforniyka,"['en-5', 'bg-3', 'fr-4', 'ru-3']"
User:Gorpik,['es-5']
User:Bdonan,"['en-5', 'de-2']"
User:Superkid761,['en-5']
User:Debashish,"['bn-5', 'hi-3', 'en-3']"
User:Jose Mathew C,"['ml-5', 'ta-1']"
User:Smihael,"['sl-5', 'en-3', 'de-3', 'ru-3']"
User:T8612,"['fr-5', 'en-4']"
User:Hickland,"['en-5', 'fr-3']"
User:Flycatchr,"['en-5', 'fr-5', 'ar-2', 'es-1']"
User:Gunkarta,"['id-5', 'su-5', 'en-3', 'jv-2', 'fr-1', 'ja-1']"
User:MatthewS.,"['arz-5', 'en-5', 'ar-5', 'fr-2', 'de-1', 'he-1', 'eo-1', 'mt-1']"
User:Mcampany,"['en-5', 'ja-4', 'zh-1']"
User:Adam37,['en-5']
User:Shadess,"['fi-5', 'en-4']"
User:Nehme1499,"['it-5', 'es-1', 'ar-1']"
User:Fallbackintoreality,['sq-5']
User:Alain Schneider,['fr-5']
User:Ergo Sum,"['en-5', 'la-3', 'es-2', 'it-1']"
User:Starblind,"['en-5', 'de-3', 'es-1', 'fr-1']"
User:Franz710,"['pam-5', 'tl-5']"
User:Saung Tadashi,"['pt-5', 'en-3', 'ja-1']"
User:Sreejithk2000,"['ml-5', 'en-2']"
User:Dr-Taher,"['ar-5', 'en-4']"
User:Mardetanha,"['fa-5', 'az-5', 'en-3', 'tr-2', 'ar-1']"
User:Cekli829,['az-5']
User:TobbiM,['en-5']
User:PoliceSheep99,['es-2']
User:Amit91803,"['he-5', 'en-4', 'fr-1']"
User:Juxlos,"['id-5', 'en-5']"
User:GregZak,"['ru-5', 'en-3']"
User:Firos ak,"['ml-5', 'en-2']"
User:TJMSmith,"['en-5', 'es-3']"
User:Yasunorihayashi,"['ja-5', 'en-4', 'de-1']"
User:Pep-k,"['it-5', 'en-3', 'fr-2', 'es-1', 'pl-1']"
User:1618033golden,['ii-5']
User:Neworsy,"['es-5', 'de-4', 'fr-3', 'en-3']"
User:Discoglasses,"['en-5', 'fr-3']"
User:Finnusertop,['bar-5']
User:Mattwillmarron,['fr-2']
User:Swarabakti,"['en-3', 'jv-2', 'su-1', 'es-1']"
User:Vargmali,"['sq-5', 'de-2', 'en-3']"
User:Ата,"['uk-5', 'en-3']"
User:Sadenar40000,['fr-5']
User:Tris T7,['th-5']
User:Babelia,"['es-5', 'en-2']"
User:ჯეო,"['ka-5', 'en-3', 'ru-1', 'fr-1']"
User:Asimtanveer,['ur-5']
User:UserNumber,"['bn-5', 'en-5', 'as-4', 'ur-3', 'hi-3', 'ar-2', 'fa-2', 'lo-1']"
User:Onur,"['tr-5', 'en-4']"
User:Rooiratel,['af-5']
User:Sophiajoanne,"['en-3', 'zh-3', 'ko-1']"
User:BokicaK,"['en-3', 'sr-5', 'ru-1', 'hu-1']"
User:Ogat,['en-3']
User:Egil,"['no-5', 'en-3', 'nn-3', 'da-1', 'sv-1', 'de-1']"
User:Braaark,['fr-5']
User:RetroCraft314,"['en-5', 'fr-2']"
User:Monniasza,"['en-3', 'pl-5', 'de-1']"
User:Teseo,"['it-5', 'en-1', 'la-1', 'fr-2']"
User:VulcanSphere,"['nl-3', 'id-5', 'en-4', 'ja-2']"
User:OnBeyondZebrax,['en-5']
User:Mhare,"['bs-5', 'sh-4', 'en-2']"
User:Jorge Stolfi,"['pt-5', 'vec-5', 'en-3', 'es-2', 'it-2', 'fr-1']"
User:Sailoratlantis,['simple-4']
User:Tukulti65,"['it-5', 'en-3']"
User:Akumiszcza,"['pl-5', 'en-3']"
User:Rosguill,"['es-5', 'en-5', 'de-3', 'fr-3', 'it-3', 'yi-3', 'ru-2', 'he-2', 'tr-2', 'ca-2', 'ja-1', 'vi-1', 'ar-1']"
User:Weatherextremes,"['el-5', 'en-5']"
User:Leo hk1123,['en-2']
User:Relic5064,"['zh-5', 'en-2', 'ru-1', 'ja-1']"
User:GhanimSharifi,"['en-5', 'ar-5', 'fr-5', 'fa-3', 'it-3', 'ku-3', 'ckb-3', 'mt-4']"
User:MarioGom,['es-5']
User:Secretaria,"['pt-5', 'en-4']"
User:Piotr Bart,"['pl-5', 'en-3', 'simple-4', 'ru-2']"
User:Varavour,"['en-5', 'fr-2', 'am-1']"
User:Yihyetov,"['en-3', 'ru-5', 'yi-4', 'uk-1', 'he-1']"
User:Verosaurus,['id-5']
User:AtlanteanAstorian,"['en-4', 'pt-5', 'es-1']"
User:Yivan000,"['en-4', 'tl-4', 'ilo-2']"
User:Yair M,['en-3']
User:Bkissin,"['en-5', 'fr-3', 'he-1']"
User:Robertsky,"['en-5', 'zh-3', 'ja-1', 'ko-1']"
User:Hammad,"['ur-5', 'hi-3', 'he-1', 'pnb-4']"
User:Manudouz,"['fr-5', 'en-3']"
User:Peter Isotalo,"['sv-5', 'en-4', 'no-2', 'da-2', 'de-2', 'ru-1', 'nl-1', 'es-1', 'zh-1', 'ja-1']"
User:NaidNdeso,"['id-5', 'jv-5', 'en-3', 'fr-3', 'nl-2']"
User:Llewee,['en-5']
User:Saintfevrier,"['en-5', 'el-5']"
User:TCY,"['fr-5', 'en-3']"
User:Chaetodipus,"['en-5', 'eo-2', 'es-2', 'de-1']"
User:Franklyzzm,"['zh-5', 'en-5']"
User:Ivan Humphrey,"['id-5', 'en-3', 'ms-3', 'de-1', 'fr-1', 'min-2', 'jv-2', 'bug-2', 'ace-1', 'bjn-1', 'su-1', 'zh-2']"
User:Ruwaym,"['ar-5', 'fa-4', 'ckb-1', 'en-2']"
User:MaqsoodPoovadka,['ml-5']
User:Sentausa,"['id-5', 'en-3', 'fr-1']"
User:Laketown,"['da-5', 'sv-2', 'de-1', 'en-3']"
User:Telikalive,"['en-4', 'fr-5']"
User:Memelord0,"['ar-5', 'en-3']"
User:Yakudza,"['uk-5', 'ru-3', 'en-1']"
User:Pdekyvere,"['de-2', 'en-3', 'nl-5', 'fr-3', 'vls-5', 'it-1', 'es-1']"
User:Kevjassintkevin,"['sq-5', 'en-3', 'de-1', 'it-1']"
User:PubliusJ,"['es-5', 'en-5', 'fr-3', 'lad-2', 'ca-2', 'it-1']"
User:MrInfo2012,"['fa-5', 'en-3']"
User:Terramorphous,['en-5']
User:Matbla1,"['fr-5', 'en-5', 'nl-3', 'de-2', 'es-1', 'ja-0', 'ru-0']"
User:BobEret,"['en-5', 'de-2', 'es-2']"
User:Battleofalma,"['da-2', 'no-1', 'pl-1', 'fr-3', 'it-2']"
User:Cocô53,"['fr-5', 'it-5', 'en-4', 'eo-3', 'pt-2', 'de-1', 'eu-1', 'cy-0']"
User:Briantin de Montrei,"['en-5', 'fr-2', 'oc-2', 'ca-1', 'es-1', 'frp-1', 'it-1', 'sco-1']"
User:Uffda608,"['en-5', 'da-2', 'es-2']"
User:Emigré55,"['fr-5', 'en-4', 'de-4', 'ru-2']"
User:Balajijagadesh,"['ta-5', 'en-3', 'hi-2', 'te-1']"
User:陈鱼,"['en-5', 'zh-5']"
User:YTRK,"['ja-5', 'en-4']"
User:Golden,"['en-5', 'az-5', 'tr-4', 'ru-3', 'fr-1']"
User:Anjen01,"['en-4', 'sq-5', 'fr-3', 'el-2', 'it-1', 'ja-0']"
User:Aesuithiel,"['fa-5', 'en-5']"
User:Bsskchaitanya,"['te-5', 'en-5', 'ta-5', 'hi-5', 'sa-5', 'fr-5', 'kn-3', 'ml-3', 'ur-2', 'fi-1']"
User:Tcr25,"['en-5', 'de-2', 'es-2', 'fr-2', 'ca-1', 'da-1', 'nl-1', 'no-1', 'sv-1', 'is-0', 'ru-0']"
User:Ȝeſtikl,"['en-5', 'zh-2', 'es-1']"
User:Berke330,"['en-4', 'fr-3', 'tr-5', 'el-1']"
User:RuthStevens,"['en-5', 'he-5', 'hu-5']"
User:PointlessUsername,"['th-5', 'en-4', 'de-1']"
User:Yann,"['fr-5', 'en-4', 'hi-2', 'gu-1']"
User:Uninspired Username,['en-5']
User:Daniel the Monk,"['en-5', 'es-5', 'fr-3', 'la-3', 'de-2', 'it-2', 'pt-1']"
User:David1907hif,"['sv-5', 'en-4']"
User:Demoxica,"['tr-5', 'en-5', 'fr-4', 'it-1']"
User:Docentation,"['fr-2', 'es-1', 'la-1']"
User:عماد الدين المقدسي,['en-4']
User:Glomerata,"['cs-5', 'en-2']"
User:Chrisrabinson,"['en-5', 'ar-2', 'de-2', 'fa-5', 'la-1', 'tr-1', 'tg-3']"
User:Kutay,['tr-5']
User:Vicharam,['ml-5']
User:Zio27,"['it-5', 'vec-1', 'en-2']"
User:NeilAppleton,"['en-5', 'hu-5']"
User:Berchanhimez,"['en-5', 'es-3']"
User:Kulawik.pl,"['pl-5', 'en-3', 'de-1']"
User:Sdkb,['en-5']
User:Robot8A,"['es-5', 'en-5', 'de-2', 'ca-2', 'el-1']"
User:Verzuzv,['es-5']
User:Alicewriteswrongs,"['fr-3', 'es-2']"
User:Manchesterunited1234,"['fr-2', 'en-2', 'es-1']"
User:Colin dm,"['en-5', 'pt-2']"
User:Ahmetlii,"['en-3', 'tr-5', 'az-4', 'ku-1']"
User:Ponor,"['hr-5', 'en-4', 'sr-3', 'bs-3', 'de-2', 'it-1', 'ru-1']"
User:Purin128AL,"['en-4', 'zh-4']"
User:Ryomaandres,"['en-5', 'ja-5']"
User:Lou Crazy,"['it-5', 'en-4', 'fr-3', 'es-1', 'la-1', 'eo-0', 'he-5']"
User:Ajeeshkumar4u,"['ml-5', 'hi-2', 'ta-1']"
User:Jay Hodec,['sl-5']
User:BunnyyHop,"['en-5', 'ru-2']"
User:Firestar464,['en-5']
User:Kevo327,"['hy-5', 'ar-5', 'en-5', 'fr-3', 'de-2', 'es-1']"
User:Amir Ghandi,"['fa-5', 'en-5']"
User:Intforce,"['de-5', 'en-4', 'zh-3', 'ja-1', 'fr-1']"
User:NewManila2000,['simple-5']
User:Carigval.97,['es-5']
User:Ziad Rashad,['en-5']
User:Samwilson,['en-5']
User:Redtree21,"['en-5', 'fr-3', 'de-1', 'gd-1']"
User:Mateussf,"['pt-3', 'en-2']"
User:Armatura,"['hy-5', 'ru-5', 'en-5', 'la-1', 'es-1', 'az-1']"
User:Leejordan9,"['en-5', 'fr-3', 'la-3', 'de-2', 'it-1', 'el-1', 'fa-1']"
User:LinguineFusilli,"['da-5', 'en-4', 'de-2', 'lv-2']"
User:Wiki.editAnshu,"['en-3', 'as-5', 'hi-3', 'mr-1']"
User:ActuallyNeverHappened02,"['en-5', 'te-1']"
User:A455bcd9,"['fr-5', 'en-4', 'zh-2', 'oc-2', 'de-1', 'tr-1', 'ru-1', 'es-1']"
User:Fahriahmad306,"['jv-1', 'en-1', 'su-1', 'id-5', 'ar-1', 'ms-2']"
User:Hiwilms,"['en-5', 'tl-5', 'es-1', 'ko-1']"
User:Unnamelessness,"['zh-5', 'en-3']"
User:JuthaDDA,"['ja-5', 'en-2', 'fr-1']"
User:Digiulio8,"['en-5', 'pt-2', 'es-1']"
User:Shahramrashidi,"['en-3', 'fa-5']"
User:AbhigyaDahal,"['en-4', 'ne-5', 'hi-4', 'es-2']"
User:Makkkkus,['en-3']
User:ZealousBlaze,['es-5']
User:Kreb,"['en-5', 'fr-3', 'de-2', 'it-2', 'es-1', 'nl-1']"
User:SomeoneFromPL,"['pl-5', 'en-4', 'cy-1']"
User:EdH,['en-5']
User:Dcapillae,['es-5']
User:Germenfer,"['es-5', 'en-4', 'fr-2']"
User:Emplexis,"['en-5', 'de-3', 'la-3', 'sa-2']"
User:AndreyKva,"['ru-5', 'en-5']"
User:Evan0512,"['en-5', 'zh-5', 'es-4', 'fr-2', 'pl-1', 'ja-3']"
User:Chucheraya20,"['en-3', 'es-5']"
User:Pranayraj1985,['te-3']
User:Paraphernalia,"['fr-5', 'en-3', 'de-1', 'it-1']"
User:ReyAlvarez2,"['es-5', 'en-2']"
User:Econterms,"['en-5', 'fr-2', 'de-1']"
User:Justiyaya,"['zh-3', 'fr-0']"
User:07,"['tr-5', 'en-5', 'de-5', 'fr-2']"
User:AquitaneHungerForce,"['en-5', 'es-2', 'pt-1', 'la-1', 'de-1', 'ca-0', 'ga-5']"
User:Cauan Vinícius,"['pt-5', 'en-4']"
User:Cantsayhellotoyou,"['fa-5', 'en-4']"
User:Mehediabedin,['bn-5']
User:KenBailey,"['en-5', 'fr-3']"
User:Kuriosatempel,"['sv-5', 'en-3']"
User:Rhodonaus,"['pt-4', 'es-5']"
User:Whopeehere,"['my-5', 'en-2']"
User:Revolution Saga,"['en-5', 'es-2', 'hy-5', 'ru-2']"
User:Mzajac,"['en-5', 'uk-2', 'fr-1']"
User:Brankom,"['sk-5', 'en-2', 'cs-3', 'hu-3', 'ru-1']"
User:Niki 24,"['uk-5', 'ru-4', 'en-4', 'pl-2']"
User:ThanmadGR,"['el-5', 'en-4']"
User:Kasper2006,"['it-5', 'en-3', 'es-2', 'fr-1']"
User:MaximusWikipedian,"['en-5', 'es-5']"
User:Daniel abdullah,"['ar-2', 'en-4', 'ckb-5']"
User:Stars&Stuff553,"['en-5', 'zh-1']"
User:Cal1407,"['id-5', 'ms-3', 'en-3', 'zh-2', 'jv-1']"
User:Tigerency25,['en-3']
User:LuisCG11,"['es-5', 'en-3']"
User:Tarawneh,"['en-5', 'ar-5', 'de-1']"
User:Baah Thomas,['en-5']
User:Gjdhowls,"['zh-5', 'en-3', 'ms-2']"
User:Neumannk,"['en-5', 'nl-4']"
User:3PPYB6,"['en-5', 'es-2', 'zh-1', 'ru-1']"
User:Skytheunicorn,"['en-5', 'es-3', 'pt-3', 'ar-1']"
User:Objectivesea,"['en-5', 'eo-3', 'fr-2', 'de-1', 'da-1', 'no-1']"
User:Jonathan Archer,"['en-3', 'ro-5']"
User:RockyMasum,['bn-5']
User:Mcvti,['en-5']
User:Isamit,['ja-5']
User:PenangLion,"['zh-5', 'en-5', 'ms-4']"
User:C messier,"['el-5', 'en-3', 'fr-2']"
User:Sahaib,"['en-5', 'es-5', 'fr-5']"
User:EytanMelech,"['en-5', 'fr-2']"
User:RedPanda25,['en-5']
User:Haidit,['th-5']
User:Normchou,['wuu-5']
User:Paleorthid,"['en-5', 'ru-0']"
User:Firespeaker,"['en-5', 'ru-3', 'ky-3', 'kk-3', 'fr-3', 'es-3', 'mn-2', 'uz-2', 'tt-2', 'yi-2', 'tr-2']"
User:ZeroApocalypse,"['en-3', 'zh-yue-5']"
User:Richard923888,"['zh-5', 'zh-yue-5', 'gan-2', 'en-3', 'ja-1', 'ko-0']"
User:BlueBlack,"['fa-5', 'en-4', 'es-4']"
User:William Surya Permana,"['id-5', 'en-3']"
User:AlexExpensive,"['es-5', 'en-2', 'fr-1']"
User:Pikaryaa,"['en-5', 'ja-2']"
User:Airtransat236,"['fr-5', 'en-4', 'es-1']"
User:Liaton9000,['en-5']
User:NiCh-919735,"['en-4', 'ru-5', 'uk-5']"
User:Tobias1984,"['de-5', 'en-5', 'es-1']"
User:BiblioQC,"['fr-5', 'en-5', 'ca-2', 'pt-1', 'ru-1', 'es-1']"
User:Petewarrior,"['id-5', 'ja-1', 'ru-1']"
User:Artem.G,"['en-5', 'ru-5', 'be-5', 'he-1']"
User:Etriusus,['en-5']
User:Nihonfreak,"['es-5', 'en-4', 'ja-2', 'fi-1']"
User:Spodle,"['en-5', 'tl-3', 'ko-0', 'de-0']"
User:Mufti Nasution,"['id-5', 'en-2', 'ar-1', 'ms-3']"
User:Ilenart626,['en-5']
User:CarrotPieFI,"['en-5', 'fi-2', 'fr-0']"
User:Golem08,"['en-5', 'fr-2']"
User:Fuchsia the Sun,['es-5']
User:Yollug tigin,"['tr-5', 'en-4', 'fr-1']"
User:PoetishBookwormus,"['en-5', 'fr-5', 'es-3', 'sw-1']"
User:Ethanbas,"['en-5', 'ru-4', 'he-4', 'es-1']"
User:AT44,"['sq-5', 'en-4', 'de-3']"
User:NATNUN,"['es-5', 'en-3']"
User:Areumin,"['en-5', 'tl-5', 'es-2', 'ko-1']"
User:Ser!,"['ga-5', 'en-5']"
User:Drenisa,"['sq-5', 'en-3', 'bs-3', 'sh-3', 'it-1']"
User:Nyansama02,"['en-5', 'ms-5']"
User:Franco el estudiante,"['es-5', 'en-3', 'de-1', 'it-1', 'ru-1', 'pt-1']"
User:Janka1410,"['be-5', 'ru-5', 'en-3']"
User:Metuboy,"['es-5', 'en-4', 'tr-5']"
User:Lasha-george,"['ka-5', 'en-2', 'ru-3']"
User:Bullworth788,['tr-5']
User:AdmiralAckbar1977,['en-5']
User:Andor127,"['hu-5', 'en-5', 'sr-3', 'de-1']"
User:Nightdevil,"['fa-5', 'en-3', 'fr-1', 'ar-1']"
User:Dousaer,"['nl-5', 'en-4']"
User:BetweenCupsOfTea,['ar-5']
User:Michael pirrello,['en-5']
User:Mosvi2014,['en-5']
User:Bujsaran,"['en-5', 'th-5']"
User:Actualcpscm,"['en-5', 'de-5', 'it-3']"
User:Layah50,['ja-5']
User:Aholtman,"['de-5', 'nds-3', 'en-3', 'fr-2', 'ru-2', 'la-1']"
"User:Cow me, please!","['en-5', 'he-5', 'fr-4']"
User:Balonlon,"['en-5', 'he-4', 'nl-4']"
User:TheManishPanwar,"['hi-5', 'sa-1', 'en-3']"
User:Fats40boy11,['en-5']
User:Mhorg,"['it-5', 'en-2', 'ru-1']"
User:Atsumoo,"['en-5', 'ja-2']"
User:Western.galilee,"['en-4', 'de-5', 'ar-2', 'fr-1']"
User:Olympian,"['en-5', 'ru-5', 'hy-4', 'fr-2']"
User:Pichemist,"['mt-5', 'en-5', 'de-2']"
User:IXCat,"['es-5', 'gl-5', 'en-5', 'pt-2', 'fr-1']"
User:Meganenohito,"['ja-5', 'en-2']"
User:Pianolettuce,"['en-5', 'es-2', 'ru-1']"
User:ZeldagamerPT,['en-4']
User:BlueCanOfPeas,['en-5']
User:Frecks,"['en-5', 'it-2']"
User:Joi,"['en-5', 'ja-2']"
User:Gaioa,"['en-5', 'sv-5', 'da-1', 'no-1', 'de-1', 'ja-0']"
